assessment_id,id_no,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,legend,subspecies,subpop,dist_comm,island,tax_comm,source,basisofrec,event_year,longitude,latitude
173832397,173832388,Hypsolebias splendissimus,1,1,1,"Lyons, T.",2020,New Mexico BioPark Society,Extant (resident),,,,,,Costa et al. 2018,,2010.0,-42.83944444,-14.215
173832560,173832556,Ituglanis amphipotamus,1,1,1,"Lyons, T.",2021,New Mexico BioPark Society,Extant (resident),,,,,,Mendonça et al 2018,,1974.0,-47.63333333,-24.33333333
173833052,173833048,Melanorivulus imperatrizensis,1,1,1,"Lyons, T.",2021,New Mexico BioPark Society,Extant (resident),,,,,,Nielsen and Pinto 2015,,2014.0,-47.40233333,-5.65
173833233,173833219,Melanorivulus wallacei,1,1,1,"Lyons, T.",2021,New Mexico BioPark Society,Extant (resident),,,,,,Costa 2016,,2000.0,-47.87916667,-5.31722222
173833392,173833386,Microlepidogaster negomata,1,1,1,"Lyons, T.",2020,New Mexico BioPark Society,Extant (resident),,,,,,Martins et al. 2017,,2007.0,-45.41444444,-18.12027778
173833684,173833658,Neoplecostomus watersi,1,1,1,"Lyons, T.",2020,New Mexico BioPark Society,Extant (resident),,,,,,Silva et al. 2019,,2017.0,-52.098,-18.58077778
173834616,173834612,Pareiorhina rosai,1,1,1,"Lyons, T.",2020,New Mexico BioPark Society,Extant (resident),,,,,,Silva et al. 2016,,2008.0,-44.04247222,-20.09661111
173834630,173834625,Parotocinclus fluminense,1,1,1,"Lyons, T.",2020,New Mexico BioPark Society,Extant (resident),,,,,,Roxo et al. 2017,,2013.0,-42.39416667,-22.48083333
173834765,173834759,Planaltina kaingang,1,1,1,"Lyons, T.",2020,New Mexico BioPark Society,Extant (resident),,,,,,de Carvalho Depra et al. 2018,,1989.0,-52.9325,-24.71722222
173835187,173835183,Rhinolekos capetinga,1,1,1,"Lyons, T.",2020,New Mexico BioPark Society,Extant (resident),,,,,,Roxo et al. 2015,,2012.0,-47.59916667,-14.95044444
173835532,173835522,Spectrolebias gracilis,1,1,1,"Lyons, T.",2021,New Mexico BioPark Society,Extant (resident),,,,,,Costa and Amorim 2018,,2006.0,-49.01416667,-12.49611111
173836009,173835993,Typhlobelus auriculatus,1,1,1,"Lyons, T.",2021,New Mexico BioPark Society,Extant (resident),,,,,,de Pinna and Zuanon 2013,,2012.0,-51.91888889,-3.42111111
174261844,143816734,Hemicordulia virens,1,1,1,"Pollock, C.M.",2021,"IUCN, International Union for Conservation of Nature",Extant (resident), , ,,,,,,0.0,57.37951659,-20.33017172
174659148,173699174,Archibasis lieftincki,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.43,6.4628
174661475,197120,Indolestes divisus,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2014),PreservedSpecimen,0.0,80.1787,7.6169
174795720,185968,Ctenogobius claytonii,1,1,1,T. Contreras McBeath,2018,IUCN Freshwater Biodiversity Unit,Extant (resident), , , , , ,T. Contreras McBeath 2014, ,,-95.6475,18.60361111
174825296,173720718,Platysticta secreta,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2016),PreservedSpecimen,0.0,80.648,8.1088
174825349,180566,Aplocheilus dayi,1,1,1,Malka Fernando,2019,IUCN (International Union for Conservation of Nature),Extant (resident), , ,,Sri Lanka,,CHE00144,HumanObservation,1973.0,80.376158,6.689875
174825692,173720800,Platysticta serendibica,1,1,1,"M. Bedjanič, A. Sumanapala & R.A. Dow",2020,IUCN SSC Dragonfly Specialist Group,Extant (resident),,,,,,Bedjanič et al. (2016),PreservedSpecimen,0.0,80.1496,6.7651
174826478,196111,Aplocheilus werneri,1,1,1,Malka Fernando,2019,IUCN (International Union for Conservation of Nature),Extant (resident), , ,,Sri Lanka,,CHE00133,HumanObservation,2016.0,80.310104,6.394005
174827036,196109,Mystus ankutta,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00184,HumanObservation,2017.0,80.33901,6.22542
174828268,149850612,Channa kelaartii,1,1,1,Malka Fernando,2019,IUCN (International Union for Conservation of Nature),Extant (resident), , ,,Sri Lanka,,CHE00147,HumanObservation,2012.0,79.96264,6.879663
174828855,166584,Channa orientalis,1,1,1,Malka Fernando,2019,IUCN (International Union for Conservation of Nature),Extant (resident), , ,,Sri Lanka,,CHE00144,HumanObservation,1973.0,80.376158,6.689875
174832128,41247,Dawkinsia srilankensis,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00115,HumanObservation,2018.0,80.901,7.468833
174832560,153085429,Devario annnataliae,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00114,HumanObservation,2017.0,80.45325,6.37475
174833249,149844352,Devario micronema,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,, ,,Sampath de A Goonatilake,HumanObservation,2018.0,80.293125,6.726546
174833952,149844482,Devario monticola,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00114,HumanObservation,2017.0,80.703356,6.865012
174835025,6252,Devario pathirana,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00114,HumanObservation,2017.0,80.4,6.266667
174835907,8918,Garra phillipsi,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00193,HumanObservation,1933.0,80.7,7.5666
174837065,11072,Labeo lankae,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00115,HumanObservation,2018.0,80.27858,8.589694
174837579,195357,Laubuka insularis,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00115,HumanObservation,2018.0,80.901,7.468833
174838077,195358,Laubuka lankensis,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00115,HumanObservation,2018.0,80.42289,8.509139
174838588,195359,Laubuka ruhuna,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00253,HumanObservation,2005.0,80.529513,6.085082
174838912,195360,Laubuka varuna,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00138,HumanObservation,2000.0,80.083594,6.900274
174839322,18905,Pethia bandula,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00185,HumanObservation,2016.0,80.239525,7.158387
174840894,18895,Pethia nigrofasciata,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00116,HumanObservation,2016.0,80.3153,6.0982
174841471,196103,Pethia reval,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00170,HumanObservation,2016.0,79.994327,7.10033
174842046,195362,Puntius kamalika,1,1,1,Malka Fernando,2019,IUCN (International Union for Conservation of Nature),Extant (resident), , ,,Sri Lanka,,CHE00138,HumanObservation,2000.0,80.083594,6.900274
174842743,195361,Puntius kelumi,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00133,HumanObservation,2016.0,80.310104,6.394005
174843175,18900,Puntius titteya,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00125,HumanObservation,2018.0,80.09741,6.57765
174843678,19314,Rasbora wilpita,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00142,HumanObservation,2016.0,80.444329,6.342297
174844070,117513347,Rasboroides pallidus,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00116,HumanObservation,2016.0,80.006389,6.416586
174845100,117512666,Rasboroides vaterifloris,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00116,HumanObservation,2016.0,80.284122,6.544574
174846160,149847680,Schistura madhavai,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00130,HumanObservation,2018.0,80.6166,6.4
174846682,196108,Schistura notostigma,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00116,HumanObservation,2016.0,80.383333,6.4
174846963,149847763,Schistura scripta,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00130,HumanObservation,2018.0,80.310134,6.151961
174847296,2759,Belontia signata,1,1,1,Malka Fernando,2019,IUCN (International Union for Conservation of Nature),Extant (resident), , ,,Sri Lanka,,CHE00116,HumanObservation,2016.0,80.333333,6.1
174847815,149851149,Ompok argestes,1,1,1,Malka Fernando,2019,IUCN,Extant (resident), , ,,Sri Lanka,,CHE00164,HumanObservation,1997.0,79.970725,7.075783
175045178,175045174,Dawkinsia austellus,1,1,1,"Dahanukar, N.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"India: Kerala, Muvattupuzha River",,,Katwate et al. (2020),HumanObservation,2014.0,76.585,9.986
175045234,175045223,Dawkinsia crassa,1,1,1,"Dahanukar, N.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,India: Cauvery River,,,Katwate et al. (2020),HumanObservation,2013.0,75.716,12.457
175045676,175045651,Dawkinsia lepida,1,1,1,"Dahanukar, N.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,India: Bhavani River,,,Katwate et al. (2020),HumanObservation,2014.0,76.962,11.321
175699577,175699560,Petulanos spiloclistron,1,1,1,"Rodríguez-Olarte, R. and Taphorn, D.C.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,GBIF (2020); Fishnet2 (2020); MCNG (2020),,,-56.591005,4.966154
175713979,49830574,Apteronotus leptorhynchus,1,1,1,"Albert, J.S.",2022,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,0.0,-59.233,5.3
175714338,175714299,Megadontognathus cuyuniensis,1,1,1,"Provenzano-Rizzi, F.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,,-62.999722,7.777222
175714601,175714581,Sternarchorhynchus gnomus,1,1,1,"Provenzano-Rizzi, F.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,,-63.047222,7.908333
175716677,175716644,Pseudepapterus gracilis,1,1,1,Lina Mesa-Salazar,2020,Lina Mesa-Salazar,Extant (resident),,,,,,Ferraris & Vari 2000; Ferraris 2007;  Lasso et al 2004,,2000.0,-65.0,7.11666667
175718338,175718316,Corydoras habrosus,1,1,1,"Herrera-Collazos, E.E.",2020,GBIF; FishNet2; FishBase; SiB Colombia; SpeciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; MCNG,Extant (resident),,,"A branch of R. Pao Viejo, El Baul.",,,,,,-68.037385,9.14138
175722334,175722320,Aphyocharacidium melandetum,1,1,1,"Rodríguez-Olarte, R. and Taphorn, D.C.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"Manari Creek, near Lethem",,,GBIF (2020); Fishnet2 (2020); MCNG (2020),,,-59.773,3.451
175785538,84379452,Allocnemis vicki,1,1,1,Odonata Database of Africa,1961,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling",Extant (resident),,,,,,,,1961.0,9.377779,6.379924
175785790,191371,Allodontichthys tamazulae,1,1,1,IUCN Freshwater Biodiversity Unit,2018,"Köck, GWG",Extant (resident), ,Río El Tule, , , ,Lyons, ,1995.0,-103.3926,19.3899
175961016,175961012,Bryconamericus motatanensis,1,1,1,"Herrera-Collazos, E.E.",2020,GBIF; FishNet2; FishBase; SiB Colombia; SpeciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; MCNG,Extant (resident),,,Caño Seco cuenca media del río Catatumbo,,,,,,-73.1688,8.5755
175966243,175966239,Hyphessobrycon hildae,1,1,1,"Herrera-Collazos, E.E.",2020,GBIF; FishNet2; FishBase; SiB Colombia; SpeciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; MCNG,Extant (resident),,,"Caño 28 Km al Sur de Puerto Ayacucho, en la carretera a Samariapo.",,,,,,-67.742273,5.345225
175966850,175966823,Knodus meridae,1,1,1,"Rodríguez-Olarte, R. and Taphorn, D.C.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,GBIF (2020); Fishnet2 (2020); MCNG (2020),,,-73.281,8.395
175967234,122150274,Amphicnemis annae,1,1,1,R.A. Dow,2017,R.A. Dow,Extant (resident),,, , ,,"Dow, Ngiam & Ahmad 2015",PreservedSpecimen,2012.0,111.05844,1.61882
175968071,122150350,Amphicnemis madelenae,1,1,1,R.A. Dow,2017,R.A. Dow,Extant (resident),,, , ,,Dow & Reels 2011,PreservedSpecimen,2010.0,110.27875,1.5736
175968632,122150271,Amphicnemis amabilis,4,1,1,R.A. Dow,2018,R.A. Dow,Possibly Extinct,,,,, ,Lieftinck 1940,PreservedSpecimen,1937.0,117.885143,0.831883
175969254,163769,Amphicnemis bicolor,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident),,,,, ,Lieftinck 1940,PreservedSpecimen,0.0,117.15187,7.24127
175970854,122150307,Amphicnemis erminea,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident),,,,, ,Dow 2014,PreservedSpecimen,1948.0,112.9496,-2.5315
175971294,163802,Amphicnemis platystyla,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident),,,,, ,Dow & Silvius 2014,PreservedSpecimen,2012.0,113.902,-1.664
175972124,122150378,Amphicnemis triplex,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident),,,,, ,Dow 2014,PreservedSpecimen,1950.0,112.9496,-2.5315
176001672,176001662,Dicrossus gladicauda,1,1,1,Lina Mesa-Salazar,2020,Lina Mesa-Salazar,Extant (resident),,,,,,Schindler & Staeck 2008,,,-67.63333333,3.76666667
176002629,176002622,Uaru fernandezyepezi,1,1,1,"Lasso, C.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,0.0,-67.57944444,3.74611111
176003918,176003914,Rhynchodoras castilloi,1,1,1,Douglas Rodríguez Olarte,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,"Caño Bravo, Apure-Orinoco Dr., about 60 km WNW of San Fernando de Apure",,,"GBIF (2021), Fishnet2 (2020), FishBase (2019), Sib Colombia (2021), SpeciesLink (2020), MCNG Fish Collection (2021)",,0.0,-67.98,8.0
176004595,176004582,Brachyglanis magoi,1,1,1,"Lasso, C.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,0.0,-62.446667,5.848333
176005042,176005037,Myoglanis aspredinoides,1,1,1,"Herrera-Collazos, E.E.",2020,GBIF; FishNet2; FishBase; SiB Colombia; SpeciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; MCNG,Extant (resident),,,"At Raudales Chipirito, 88.5 km E of San Fernando de Atabapo, Río Ventuari",,,,,,-66.90369,4.06825
176011794,176011785,Phenacorhamdia macarenensis,1,1,1,"Lasso, C.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,0.0,-73.95333333,2.54902778
176011876,176011871,Pimelodella linami,1,1,1,"Herrera-Collazos, E.E.",2020,SiB Colombia; GBIF; FishNet2; speciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; CPUCLA; MCNG,Extant (resident),,,Colombia: Ca¤o Perro,,,,,,-71.09875,6.831361
176014261,176014163,Baryancistrus beggini,1,1,1,Jonathan Armbruster,2004,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Fishnet2 2020,,0.0,-67.96748,3.68297
176014508,176014489,Chaetostoma dorsale,1,1,1,"Herrera-Collazos, E.E.",2020,GBIF; FishNet2; FishBase; SiB Colombia; SpeciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; MCNG,Extant (resident),,,Afluente del río Cusiana,,,,,,-72.68,5.01
176014655,176014540,Chaetostoma formosae,1,1,1,"Herrera-Collazos, E.E.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"Colombia: ca¤o a 3 km de Yopal, v¡a al r¡o Guacavia",,,SiB Colombia; GBIF; FishNet2; speciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; CPUCLA; MCNG,,0.0,-72.399553,5.345408
176016207,176016194,Farlowella acus,1,1,1,"Herrera-Collazos, E.E.",2020,GBIF; FishNet2; FishBase; SiB Colombia; SpeciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; MCNG,Extant (resident),,,30 km south of Valencia; a tributary of Lago Valencia by R. Guigue.,,,,,,-67.780788,10.055643
176016793,176016770,Pseudancistrus megacephalus,4,1,1,Jonathan Armbruster,2020,IUCN (International Union for Conservation of Nature),Possibly Extinct,,,,,,Eigenmann (1912),PreservedSpecimen,1985.0,-59.40028,5.25889
176023671,176023661,Peckoltia lineola,1,1,1,Jonathan Armbruster,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,fishnet2.net,PreservedSpecimen,2004.0,-66.86513,4.08042
176024534,176024528,Pseudolithoxus kelsorum,1,1,1,Jonathan Armbruster,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,"Lujan and Birindelli, 2011",,2010.0,-67.83294,4.91778
176025466,176025455,Apareiodon gransabana,1,1,1,"Lasso, C.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,0.0,-61.52166667,5.71472222
176025722,176025489,Parodon orinocensis,1,1,1,"Lasso, C.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,0.0,-67.80495,5.2106
176025974,49829685,Parodon suborbitalis,1,1,1,"Herrera-Collazos, E.E.",2020,GBIF; FishNet2; FishBase; SiB Colombia; SpeciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; MCNG,Extant (resident),,,4km above Motatan.,,,,,,-70.739716,9.551515
176027101,176026887,Pimelodus garciabarrigai,1,1,1,"Herrera-Collazos, E.E.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"Colombia: Ca¤o San Jos‚ (tributario margen izquierda del r¡o Duda), cuenca r¡o Guayabero",,,SiB Colombia; GBIF; FishNet2; speciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; CPUCLA; MCNG,,0.0,-73.940889,2.550333
176034420,176034415,Renova oscari,1,1,1,"Herrera-Collazos, E.E.",2020,SiB Colombia; GBIF; FishNet2; speciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; CPUCLA; MCNG,Extant (resident),,,Venezuela: En Sabana Rat¢n (Isla Rat¢n),,,,,,-67.7836,5.1161
176036078,176035869,Pristobrycon careospinus,1,1,1,"Herrera-Collazos, E.E.",2020,SiB Colombia; GBIF; FishNet2; speciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; CPUCLA; MCNG,Extant (resident),,,"Colombia: Ca¤o de Pinardi, cuenca del r¡o Tomo",,,,,,-67.8715,5.3790556
176043280,176043200,Trichomycterus celsae,1,1,1,"Lasso, C.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,0.0,-60.83,5.108333
176044136,176043835,Trichomycterus guianensis,1,1,1,Jonathan Armbruster,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,Fishnet2 (2020),PreservedSpecimen,1908.0,-59.62583,5.00139
176044488,176044483,Trichomycterus lewi,1,1,1,"Lasso, C.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,0.0,-60.83,5.108333
176089384,125769435,Bornargiolestes fuscus,1,1,1,R.A. Dow,2017,R.A. Dow,Extant (resident),,, , ,,Dow 2014,PreservedSpecimen,1995.0,115.15,4.5333
176089716,125769523,Bornargiolestes reelsi,1,1,1,R.A. Dow,2017,R.A. Dow,Extant (resident),,, , ,,Dow 2014,PreservedSpecimen,2008.0,110.165,1.505
176090964,163823,Brachygonia ophelia,1,1,1,R.A. Dow,2018,R.A. Dow,Extant (resident),,, , ,,Dow et al 2012,PreservedSpecimen,2009.0,103.24127,3.28598
176091331,176091316,Chrysobrycon guahibo,1,1,1,"Herrera-Collazos, E.E.",2020,SiB Colombia; GBIF; FishNet2; speciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; CPUCLA; MCNG,Extant (resident),,,Colombia: 0,,,,,,-72.65,2.18
176092145,176092140,Hyphessobrycon fernandezi,1,1,1,"Herrera-Collazos, E.E.",2020,GBIF; FishNet2; FishBase; SiB Colombia; SpeciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; MCNG,Extant (resident),,,"Moturo, 7.5 Km antes del puente ricoa en dirección Moron-Coro, entrada Moturo",,,,,,-69.30741667,11.47094444
176104934,176104930,Tyttocharax metae,1,1,1,"Herrera-Collazos, E.E.",2020,SiB Colombia; GBIF; FishNet2; speciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; CPUCLA; MCNG,Extant (resident),,,Colombia: 0,,,,,,-72.65,2.18
176107229,176107222,Melanocharacidium blennioides,4,1,1,Jonathan Armbruster,2020,IUCN (International Union for Conservation of Nature),Possibly Extinct,,,,,,Fishnet2 (2020),PreservedSpecimen,1908.0,-59.309082,5.304365
176108770,176108753,Ancistrus amaris,1,1,1,Jonathan Armbruster,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,de Souza et al. 2019,PreservedSpecimen,1983.0,-70.094444,9.052778
176109127,176109122,Ancistrus yutajae,1,1,1,Jonathan Armbruster,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,de Souza et al. 2019,PreservedSpecimen,1992.0,-66.119472,5.612191
176109339,176109328,Chaetostoma joropo,1,1,1,"Herrera-Collazos, E.E.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"Colombia: Arauca, Tame, Vereda el Banco Purare, rio Purare",,,SiB Colombia; GBIF; FishNet2; speciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; CPUCLA; MCNG,,0.0,-71.86078,6.264167
176109767,176109711,Dolichancistrus cobrensis,1,1,1,"Herrera-Collazos, E.E.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,Colombia: 0,,,SiB Colombia; GBIF; FishNet2; speciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; CPUCLA; MCNG,,0.0,-72.50222222,7.30969444
176109929,49829623,Dolichancistrus fuesslii,1,1,1,"Herrera-Collazos, E.E.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,Colombia: 0,,,SiB Colombia; GBIF; FishNet2; speciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; CPUCLA; MCNG,,0.0,-73.30669444,4.73111111
176110207,176110194,Farlowella mitoupibo,1,1,1,"Herrera-Collazos, E.E.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,Colombia: 0,,,SiB Colombia; GBIF; FishNet2; speciesLink; CZUT-IC; IAvH-P; ICN-MHN; IMCN; MPUJ; CPUCLA; MCNG,,0.0,-72.69,2.18
176144788,176144714,Sternarchorhynchus galibi,1,1,1,"Albert, J.S.",2022,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,0.0,-59.8,3.5667
176145264,176145230,Bunocephalus chamaizelus,1,1,1,"Calegari, B.B.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,,-60.36780167,6.33920002
176145682,176145638,Gephyromochlus leopardus,1,1,1,"Calegari, B.B.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,,-54.58789825,4.85851002
176145819,176145706,Tatia meesi,1,1,1,"Calegari, B.B.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,,,,-59.53250122,5.4073801
176155245,176155201,Creagrutus planquettei,1,1,1,"Rodríguez-Olarte, R. and Taphorn, D.C.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,GBIF (2020); Fishnet2 (2020); MCNG (2020),,,-53.072,3.637
176157471,176157461,Jupiaba potaroensis,1,1,1,"Rodríguez-Olarte, R. and Taphorn, D.C.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"Erukin Creek, Into lower Potaro R.",,,GBIF (2020); Fishnet2 (2020); MCNG (2020),,,-59.066728,5.36385
176158231,176158037,Serrapinnus littoris,1,1,1,"Rodríguez-Olarte, R. and Taphorn, D.C.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,GBIF (2020); Fishnet2 (2020); MCNG (2020),,,-54.01943,4.74311
176158700,176158475,Phenacogaster simulata,1,1,1,"Rodríguez-Olarte, R. and Taphorn, D.C.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,GBIF (2020); Fishnet2 (2020); MCNG (2020),,,-59.448611,5.205
176160812,176160795,Guianacara cuyunii,1,1,1,Oscar M. Lasso-Alcalá,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,banks of Cuyuni River about 12km upstream of Devil's Hole,,,GBIF 2021,,2011.0,-59.9603,6.81213
176163479,176163471,Mazarunia mazarunii,1,1,1,Oscar M. Lasso-Alcalá,2021,IUCN (International Union for Conservation of Nature),Extant (resident),,,Aquarium,,,GBIF 2021,,0.0,-60.620694,5.866528
176163651,176163641,Ivanacara bimaculata,1,1,1,"Rodríguez-Olarte, R. and Taphorn, D.C.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,"Amaila River, at campsite boat landing, just upstream of confluence with the Kuribrong",,,GBIF (2020); Fishnet2 (2020); MCNG (2020),,,-59.551,5.376
176164461,176164440,Poecilocharax bovaliorum,1,1,1,"Rodríguez-Olarte, R. and Taphorn, D.C.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,GBIF (2020); Fishnet2 (2020); MCNG (2020),,,-59.994,5.087
176164486,176164482,Skiotocharax meizon,1,1,1,"Rodríguez-Olarte, R. and Taphorn, D.C.",2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,GBIF (2020); Fishnet2 (2020); MCNG (2020),,,-60.992,5.84
176164538,176164527,Cyphocharax biocellatus,1,1,1,"Lasso-Alcalá, O. M.; Fernando, E.",2023,IUCN (International Union for Conservation of Nature),Extant (resident),,,Approuague,,,Le Bail et al (in prep),,0.0,-52.314985,4.195394
176166094,84379630,Chlorocypha aurora,1,1,1,Odonata Database of Africa,1958,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling",Extant (resident),,,,,,,,1958.0,9.912324,2.937571
176166426,84379722,Chlorocypha flammea,1,1,1,Odonata Database of Africa,2003,"Clausnitzer, V., K.-D.B. Dijkstra, R. Koch, J.-P. Boudot, W.R.T. Darwall, J. Kipping, B. Samraoui, M.J. Samways, J.P. Simaika, F. Suhling",Extant (resident),,,,,,,,2003.0,30.1433,0.815
176166676,176166611,Brachyglanis melas,4,1,1,Dario Faustino,2020,IUCN (International Union for Conservation of Nature),Possibly Extinct,,,,,,C. H. Eigenmann 1908,HumanObservation,1908.0,-58.850595,5.399962
176166701,176166687,Brachyglanis phalacra,1,1,1,Dario Faustino,2020,IUCN (International Union for Conservation of Nature),Extant (resident),,,,,,C. H. Eigenmann 1908,HumanObservation,1908.0,-59.27,5.25
